SNo,ObservationDate,State,Country,Last Update
2879,3/1/2020,"Seattle, WA",US,2020-03-01T21:13:12
2880,3/1/2020,British Columbia,Canada,2020-02-29T23:23:13
2881,3/1/2020,Victoria,Australia,2020-02-29T02:03:10
2882,3/1/2020,,Croatia,2020-03-01T23:33:03
2883,3/1/2020,,Greece,2020-03-01T23:23:02
2884,3/1/2020,New South Wales,Australia,2020-03-01T23:33:03
2885,3/1/2020,,Ecuador,2020-03-01T23:33:03
2886,3/1/2020,,Finland,2020-03-01T23:23:02
2887,3/1/2020,,Oman,2020-02-29T12:33:03
2888,3/1/2020,,Mexico,2020-03-01T23:33:03
2889,3/1/2020,,Denmark,2020-03-01T23:33:03
2890,3/1/2020,,Pakistan,2020-02-29T18:03:05
2891,3/1/2020,South Australia,Australia,2020-02-29T02:03:10
2892,3/1/2020,,Azerbaijan,2020-03-01T02:43:03
2893,3/1/2020,,Czech Republic,2020-03-01T15:53:06
2894,3/1/2020,,Georgia,2020-03-01T15:43:03
2895,3/1/2020,,Iceland,2020-03-01T23:33:03
2896,3/1/2020,,India,2020-02-16T07:43:02
2897,3/1/2020,,Philippines,2020-02-12T07:43:02
2898,3/1/2020,,Qatar,2020-03-01T23:33:03
2899,3/1/2020,,Romania,2020-02-28T15:33:03
2900,3/1/2020,"Chicago, IL",US,2020-03-01T03:53:02
2901,3/1/2020,"Santa Clara, CA",US,2020-02-29T01:33:03
2902,3/1/2020,Western Australia,Australia,2020-03-01T02:43:03
2903,3/1/2020,,Belgium,2020-03-01T12:43:02
2904,3/1/2020,,Brazil,2020-02-29T21:03:05
2905,3/1/2020,,Egypt,2020-03-01T23:33:03
2906,3/1/2020,,Russia,2020-02-12T14:43:03
2907,3/1/2020,"Sacramento County, CA",US,2020-02-27T20:33:02
2908,3/1/2020,"San Benito, CA",US,2020-02-03T03:53:02
2909,3/1/2020,"San Diego County, CA",US,2020-02-21T05:43:02
2910,3/1/2020,"Snohomish County, WA",US,2020-03-01T20:23:06
2911,3/1/2020,,Afghanistan,2020-02-24T23:33:02
2912,3/1/2020,,Algeria,2020-02-25T23:43:03
2913,3/1/2020,,Armenia,2020-03-01T19:53:02
2914,3/1/2020,,Belarus,2020-02-28T16:23:03
2915,3/1/2020,,Cambodia,2020-02-12T07:43:02
2916,3/1/2020," Montreal, QC",Canada,2020-02-28T05:23:07
2917,3/1/2020,"London, ON",Canada,2020-02-12T18:53:03
2918,3/1/2020,,Dominican Republic,2020-03-01T16:03:06
2919,3/1/2020,,Estonia,2020-02-27T16:23:03
2920,3/1/2020,,Ireland,2020-03-01T07:13:07
2921,3/1/2020,,Lithuania,2020-02-28T16:23:03
2922,3/1/2020,,Luxembourg,2020-03-01T07:13:07
2923,3/1/2020,Tibet,Mainland China,2020-02-12T06:43:02
2924,3/1/2020,,Monaco,2020-02-29T00:33:01
2925,3/1/2020,,Nepal,2020-02-12T14:43:03
2926,3/1/2020,,New Zealand,2020-02-28T16:23:03
2927,3/1/2020,,Nigeria,2020-02-28T16:23:03
2928,3/1/2020,,North Macedonia,2020-02-27T16:23:03
2929,3/1/2020,,San Marino,2020-03-01T07:13:07
2930,3/1/2020,,Sri Lanka,2020-02-08T03:43:03
2931,3/1/2020,"Boston, MA",US,2020-02-28T21:13:12
2932,3/1/2020,"Humboldt County, CA",US,2020-02-21T05:13:09
2933,3/1/2020,"Los Angeles, CA",US,2020-02-01T19:53:03
2934,3/1/2020,"Madison, WI",US,2020-02-05T21:53:02
2935,3/1/2020,"Orange, CA",US,2020-02-01T19:53:03
2936,3/1/2020,"Portland, OR",US,2020-02-29T02:23:11
2937,3/1/2020,"Providence, RI",US,2020-03-01T15:33:03
2938,3/1/2020,"San Antonio, TX",US,2020-02-13T18:53:02
2939,3/1/2020,"Tempe, AZ",US,2020-02-25T21:23:03
2940,3/1/2020,From Diamond Princess,Australia,2020-02-29T02:03:10
2941,3/1/2020,"Lackland, TX (From Diamond Princess)",US,2020-02-24T23:33:02
2942,3/1/2020,"Omaha, NE (From Diamond Princess)",US,2020-02-24T23:33:02
2943,3/1/2020,"Travis, CA (From Diamond Princess)",US,2020-02-24T23:33:02
2944,3/2/2020,Hubei,Mainland China,2020-03-02T15:03:23
2945,3/2/2020,,South Korea,2020-03-02T20:23:16
2946,3/2/2020,,Italy,2020-03-02T20:23:16
2947,3/2/2020,,Iran,2020-03-02T20:23:16
2948,3/2/2020,Guangdong,Mainland China,2020-03-02T15:03:23
2949,3/2/2020,Henan,Mainland China,2020-03-02T11:43:03
2950,3/2/2020,Zhejiang,Mainland China,2020-03-02T11:43:03
2951,3/2/2020,Hunan,Mainland China,2020-03-02T11:43:03
2952,3/2/2020,Anhui,Mainland China,2020-03-02T15:03:23
2953,3/2/2020,Jiangxi,Mainland China,2020-03-02T01:33:02
2954,3/2/2020,Shandong,Mainland China,2020-03-02T08:03:12
2955,3/2/2020,Diamond Princess cruise ship,Others,2020-03-02T14:33:03
2956,3/2/2020,Jiangsu,Mainland China,2020-03-02T12:53:02
2957,3/2/2020,Chongqing,Mainland China,2020-03-02T23:23:02
2958,3/2/2020,Sichuan,Mainland China,2020-03-02T15:03:23
2959,3/2/2020,Heilongjiang,Mainland China,2020-03-02T12:53:02
2960,3/2/2020,Beijing,Mainland China,2020-03-02T02:13:16
2961,3/2/2020,Shanghai,Mainland China,2020-03-02T04:03:13
2962,3/2/2020,Hebei,Mainland China,2020-03-02T09:43:05
2963,3/2/2020,Fujian,Mainland China,2020-03-02T12:53:02
2964,3/2/2020,,Japan,2020-03-02T20:33:02
2965,3/2/2020,Guangxi,Mainland China,2020-03-02T12:53:02
2966,3/2/2020,Shaanxi,Mainland China,2020-03-02T08:03:12
2967,3/2/2020,,France,2020-03-02T20:33:02
2968,3/2/2020,Yunnan,Mainland China,2020-03-02T06:23:04
2969,3/2/2020,Hainan,Mainland China,2020-03-02T02:03:18
2970,3/2/2020,,Germany,2020-03-02T20:33:02
2971,3/2/2020,Guizhou,Mainland China,2020-03-02T01:13:06
2972,3/2/2020,Tianjin,Mainland China,2020-03-01T12:43:02
2973,3/2/2020,Shanxi,Mainland China,2020-03-02T23:23:02
2974,3/2/2020,Liaoning,Mainland China,2020-03-01T12:23:06
2975,3/2/2020,,Spain,2020-03-02T14:43:05
2976,3/2/2020,,Singapore,2020-03-02T20:33:02
2977,3/2/2020,Hong Kong,Hong Kong,2020-03-02T23:53:02
2978,3/2/2020,Jilin,Mainland China,2020-03-02T15:03:23
2979,3/2/2020,Gansu,Mainland China,2020-03-02T15:03:23
2980,3/2/2020,Xinjiang,Mainland China,2020-03-02T15:43:31
2981,3/2/2020,Inner Mongolia,Mainland China,2020-03-02T10:23:04
2982,3/2/2020,Ningxia,Mainland China,2020-03-02T01:33:02
2983,3/2/2020,,Kuwait,2020-03-02T20:33:02
2984,3/2/2020,,Bahrain,2020-03-02T20:33:02
2985,3/2/2020,Unassigned Location (From Diamond Princess),US,2020-03-02T19:53:03
2986,3/2/2020,,Thailand,2020-03-02T06:23:04
2987,3/2/2020,,Switzerland,2020-03-02T22:33:09
2988,3/2/2020,Taiwan,Taiwan,2020-03-02T08:03:12
2989,3/2/2020,,UK,2020-03-02T20:33:02
2990,3/2/2020,,Malaysia,2020-03-01T12:53:02
2991,3/2/2020,,Iraq,2020-03-02T20:53:02
2992,3/2/2020,,Norway,2020-03-02T20:53:02
2993,3/2/2020,,United Arab Emirates,2020-02-29T12:33:03
2994,3/2/2020,,Austria,2020-03-02T21:23:04
2995,3/2/2020,Qinghai,Mainland China,2020-02-21T04:43:02
2996,3/2/2020,,Netherlands,2020-03-02T20:53:02
2997,3/2/2020,"Toronto, ON",Canada,2020-03-02T20:53:02
2998,3/2/2020,,Vietnam,2020-02-25T08:53:02
2999,3/2/2020,,Sweden,2020-03-02T20:53:02
3000,3/2/2020,"King County, WA",US,2020-03-02T20:23:16
3001,3/2/2020,,Lebanon,2020-03-02T20:53:02
3002,3/2/2020,,Israel,2020-03-01T23:23:02
3003,3/2/2020,Macau,Macau,2020-02-27T12:43:02
3004,3/2/2020,Queensland,Australia,2020-02-29T02:03:10
3005,3/2/2020,Victoria,Australia,2020-03-02T00:53:03
3006,3/2/2020,"Santa Clara, CA",US,2020-03-02T20:33:02
3007,3/2/2020,,Belgium,2020-03-02T20:53:02
3008,3/2/2020,British Columbia,Canada,2020-02-29T23:23:13
3009,3/2/2020,,San Marino,2020-03-02T01:03:12
3010,3/2/2020,,Croatia,2020-03-01T23:33:03
3011,3/2/2020,,Greece,2020-03-01T23:23:02
3012,3/2/2020,New South Wales,Australia,2020-03-01T23:33:03
3013,3/2/2020,,Ecuador,2020-03-01T23:33:03
3014,3/2/2020,,Finland,2020-03-01T23:23:02
3015,3/2/2020,,Iceland,2020-03-02T22:33:09
3016,3/2/2020,,Oman,2020-02-29T12:33:03
3017,3/2/2020,,India,2020-03-02T22:33:09
3018,3/2/2020,,Mexico,2020-03-01T23:33:03
3019,3/2/2020,,Denmark,2020-03-01T23:33:03
3020,3/2/2020,,Pakistan,2020-02-29T18:03:05
3021,3/2/2020,"Cook County, IL",US,2020-03-02T20:33:02
3022,3/2/2020,"Snohomish County, WA",US,2020-03-02T20:53:02
3023,3/2/2020,,Algeria,2020-03-02T00:53:03
3024,3/2/2020,South Australia,Australia,2020-02-29T02:03:10
3025,3/2/2020,,Azerbaijan,2020-03-01T02:43:03
3026,3/2/2020,,Czech Republic,2020-03-02T16:33:02
3027,3/2/2020,,Georgia,2020-03-01T15:43:03
3028,3/2/2020,,Philippines,2020-02-12T07:43:02
3029,3/2/2020,,Qatar,2020-03-01T23:33:03
3030,3/2/2020,,Romania,2020-02-28T15:33:03
3031,3/2/2020,,Russia,2020-03-02T21:23:04
3032,3/2/2020,Western Australia,Australia,2020-03-01T02:43:03
3033,3/2/2020,,Brazil,2020-02-29T21:03:05
3034,3/2/2020,,Egypt,2020-03-01T23:33:03
3035,3/2/2020,,Indonesia,2020-03-02T18:03:04
3036,3/2/2020,,Portugal,2020-03-02T22:43:02
3037,3/2/2020,"Portland, OR",US,2020-03-02T03:33:08
3038,3/2/2020,"Providence, RI",US,2020-03-02T03:43:02
3039,3/2/2020,"Sacramento County, CA",US,2020-02-27T20:33:02
3040,3/2/2020,"San Benito, CA",US,2020-02-03T03:53:02
3041,3/2/2020,"San Diego County, CA",US,2020-02-21T05:43:02
3042,3/2/2020,,Afghanistan,2020-02-24T23:33:02
3043,3/2/2020,,Andorra,2020-03-02T20:23:16
3044,3/2/2020,,Armenia,2020-03-01T19:53:02
3045,3/2/2020,Tasmania,Australia,2020-03-02T20:53:02
3046,3/2/2020,,Belarus,2020-02-28T16:23:03
3047,3/2/2020,,Cambodia,2020-02-12T07:43:02
3048,3/2/2020," Montreal, QC",Canada,2020-02-28T05:23:07
3049,3/2/2020,"London, ON",Canada,2020-02-12T18:53:03
3050,3/2/2020,,Dominican Republic,2020-03-02T16:33:02
3051,3/2/2020,,Estonia,2020-02-27T16:23:03
3052,3/2/2020,,Ireland,2020-03-01T07:13:07
3053,3/2/2020,,Latvia,2020-03-02T20:13:49
3054,3/2/2020,,Lithuania,2020-02-28T16:23:03
3055,3/2/2020,,Luxembourg,2020-03-01T07:13:07
3056,3/2/2020,Tibet,Mainland China,2020-02-12T06:43:02
3057,3/2/2020,,Monaco,2020-02-29T00:33:01
3058,3/2/2020,,Morocco,2020-03-02T22:33:09
3059,3/2/2020,,Nepal,2020-02-12T14:43:03
3060,3/2/2020,,New Zealand,2020-02-28T16:23:03
3061,3/2/2020,,Nigeria,2020-02-28T16:23:03
3062,3/2/2020,,North Macedonia,2020-02-27T16:23:03
3063,3/2/2020,,Saudi Arabia,2020-03-02T23:53:02
3064,3/2/2020,,Senegal,2020-03-02T20:23:16
3065,3/2/2020,,Sri Lanka,2020-02-08T03:43:03
3066,3/2/2020,"Boston, MA",US,2020-02-28T21:13:12
3067,3/2/2020,"Grafton County, NH",US,2020-03-02T20:33:02
3068,3/2/2020,"Hillsborough, FL",US,2020-03-02T03:13:25
3069,3/2/2020,"Humboldt County, CA",US,2020-02-21T05:13:09
3070,3/2/2020,"Los Angeles, CA",US,2020-02-01T19:53:03
3071,3/2/2020,"Madison, WI",US,2020-02-05T21:53:02
3072,3/2/2020,"New York City, NY",US,2020-03-02T01:53:03
3073,3/2/2020,"Orange, CA",US,2020-02-01T19:53:03
3074,3/2/2020,"Placer County, CA",US,2020-03-02T23:53:02
3075,3/2/2020,"San Antonio, TX",US,2020-02-13T18:53:02
3076,3/2/2020,"San Mateo, CA",US,2020-03-02T20:43:02
3077,3/2/2020,"Sarasota, FL",US,2020-03-02T03:23:06
3078,3/2/2020,"Sonoma County, CA",US,2020-03-02T20:53:02
3079,3/2/2020,"Tempe, AZ",US,2020-02-25T21:23:03
3080,3/2/2020,"Umatilla, OR",US,2020-03-02T20:23:16
3081,3/2/2020,From Diamond Princess,Australia,2020-02-29T02:03:10
3082,3/2/2020,"Lackland, TX (From Diamond Princess)",US,2020-02-24T23:33:02
3083,3/2/2020,"Omaha, NE (From Diamond Princess)",US,2020-02-24T23:33:02
3084,3/2/2020,"Travis, CA (From Diamond Princess)",US,2020-02-24T23:33:02
3085,3/3/2020,Hubei,Mainland China,2020-03-03T11:43:02
3086,3/3/2020,,South Korea,2020-03-03T09:43:02
3087,3/3/2020,,Italy,2020-03-03T20:03:06
3088,3/3/2020,,Iran,2020-03-03T14:23:03
3089,3/3/2020,Guangdong,Mainland China,2020-03-03T10:23:10
3090,3/3/2020,Henan,Mainland China,2020-03-03T09:43:02
3091,3/3/2020,Zhejiang,Mainland China,2020-03-03T12:33:02
3092,3/3/2020,Hunan,Mainland China,2020-03-03T13:03:04
3093,3/3/2020,Anhui,Mainland China,2020-03-03T14:33:03
3094,3/3/2020,Jiangxi,Mainland China,2020-03-03T02:03:11
3095,3/3/2020,Shandong,Mainland China,2020-03-03T07:53:03
3096,3/3/2020,Diamond Princess cruise ship,Others,2020-03-03T03:13:06
3097,3/3/2020,Jiangsu,Mainland China,2020-03-03T11:03:09
3098,3/3/2020,Chongqing,Mainland China,2020-03-03T23:13:05
3099,3/3/2020,Sichuan,Mainland China,2020-03-03T09:33:02
3100,3/3/2020,Heilongjiang,Mainland China,2020-03-03T13:03:04
3101,3/3/2020,Beijing,Mainland China,2020-03-03T02:03:11
3102,3/3/2020,Shanghai,Mainland China,2020-03-03T03:43:02
3103,3/3/2020,Hebei,Mainland China,2020-03-03T09:33:02
3104,3/3/2020,Fujian,Mainland China,2020-03-03T13:43:03
3105,3/3/2020,,Japan,2020-03-03T20:03:06
3106,3/3/2020,Guangxi,Mainland China,2020-03-03T00:23:14
3107,3/3/2020,Shaanxi,Mainland China,2020-03-02T08:03:12
3108,3/3/2020,,France,2020-03-03T15:23:03
3109,3/3/2020,,Germany,2020-03-03T20:03:06
3110,3/3/2020,Yunnan,Mainland China,2020-03-03T03:43:02
3111,3/3/2020,Hainan,Mainland China,2020-03-03T23:43:02
3112,3/3/2020,,Spain,2020-03-03T23:53:03
3113,3/3/2020,Guizhou,Mainland China,2020-03-02T01:13:06
3114,3/3/2020,Tianjin,Mainland China,2020-03-03T11:43:02
3115,3/3/2020,Shanxi,Mainland China,2020-03-03T23:13:05
3116,3/3/2020,Liaoning,Mainland China,2020-03-03T14:33:03
3117,3/3/2020,,Singapore,2020-03-03T15:23:03
3118,3/3/2020,Hong Kong,Hong Kong,2020-03-03T11:53:01
3119,3/3/2020,Jilin,Mainland China,2020-03-02T15:03:23
3120,3/3/2020,Gansu,Mainland China,2020-03-03T13:43:03
3121,3/3/2020,Xinjiang,Mainland China,2020-03-03T07:33:03
3122,3/3/2020,Inner Mongolia,Mainland China,2020-03-03T09:23:02
3123,3/3/2020,Ningxia,Mainland China,2020-03-02T01:33:02
3124,3/3/2020,,Kuwait,2020-03-02T20:33:02
3125,3/3/2020,,Switzerland,2020-03-03T16:43:02
3126,3/3/2020,,UK,2020-03-03T15:13:26
3127,3/3/2020,,Bahrain,2020-03-02T20:33:02
3128,3/3/2020,Unassigned Location (From Diamond Princess),US,2020-03-02T19:53:03
3129,3/3/2020,,Thailand,2020-03-02T06:23:04
3130,3/3/2020,Taiwan,Taiwan,2020-03-03T06:43:02
3131,3/3/2020,,Malaysia,2020-03-03T12:33:02
3132,3/3/2020,,Iraq,2020-03-03T20:03:06
3133,3/3/2020,,Norway,2020-03-03T14:33:03
3134,3/3/2020,,United Arab Emirates,2020-03-03T23:43:02
3135,3/3/2020,,Netherlands,2020-03-03T15:13:26
3136,3/3/2020,,Austria,2020-03-03T15:13:26
3137,3/3/2020,,Sweden,2020-03-03T15:13:26
3138,3/3/2020,"King County, WA",US,2020-03-03T20:23:05
3139,3/3/2020,"Toronto, ON",Canada,2020-03-03T20:03:08
3140,3/3/2020,Qinghai,Mainland China,2020-02-21T04:43:02
3141,3/3/2020,,Vietnam,2020-02-25T08:53:02
3142,3/3/2020,New South Wales,Australia,2020-03-03T15:13:26
3143,3/3/2020,,Belgium,2020-03-03T15:13:26
3144,3/3/2020,,Lebanon,2020-03-02T20:53:02
3145,3/3/2020,,Israel,2020-03-03T04:23:07
3146,3/3/2020,,Oman,2020-03-03T15:23:03
3147,3/3/2020,Queensland,Australia,2020-03-03T15:23:03
3148,3/3/2020,,Iceland,2020-03-03T15:13:26
3149,3/3/2020,"Santa Clara, CA",US,2020-03-03T23:33:03
3150,3/3/2020,Macau,Macau,2020-03-03T12:33:02
3151,3/3/2020,,San Marino,2020-03-03T15:23:03
3152,3/3/2020,Victoria,Australia,2020-03-02T00:53:03
3153,3/3/2020,British Columbia,Canada,2020-03-03T23:53:03
3154,3/3/2020,,Croatia,2020-03-03T09:53:08
3155,3/3/2020,,Ecuador,2020-03-03T15:13:26
3156,3/3/2020,,Greece,2020-03-01T23:23:02
3157,3/3/2020,,Qatar,2020-03-03T03:23:03
3158,3/3/2020,,Denmark,2020-03-03T15:13:26
3159,3/3/2020,,Finland,2020-03-01T23:23:02
3160,3/3/2020,"Snohomish County, WA",US,2020-03-03T20:23:05
3161,3/3/2020,,Algeria,2020-03-03T03:23:03
3162,3/3/2020,,Czech Republic,2020-03-03T15:13:26
3163,3/3/2020,,India,2020-03-02T22:33:09
3164,3/3/2020,,Mexico,2020-03-03T10:03:04
3165,3/3/2020,,Pakistan,2020-03-03T04:33:03
3166,3/3/2020,"Cook County, IL",US,2020-03-02T20:33:02
3167,3/3/2020,South Australia,Australia,2020-02-29T02:03:10
3168,3/3/2020,,Azerbaijan,2020-03-01T02:43:03
3169,3/3/2020,,Georgia,2020-03-01T15:43:03
3170,3/3/2020,,Philippines,2020-02-12T07:43:02
3171,3/3/2020,,Romania,2020-03-03T00:23:16
3172,3/3/2020,,Russia,2020-03-02T21:23:04
3173,3/3/2020,Western Australia,Australia,2020-03-01T02:43:03
3174,3/3/2020,,Brazil,2020-02-29T21:03:05
3175,3/3/2020,,Egypt,2020-03-01T23:33:03
3176,3/3/2020,,Estonia,2020-03-03T23:53:03
3177,3/3/2020,,Indonesia,2020-03-02T18:03:04
3178,3/3/2020,,Ireland,2020-03-03T23:53:03
3179,3/3/2020,,Portugal,2020-03-03T15:33:02
3180,3/3/2020,,Senegal,2020-03-03T23:53:03
3181,3/3/2020,"Fulton County, GA",US,2020-03-03T03:33:02
3182,3/3/2020,"Grafton County, NH",US,2020-03-03T23:33:03
3183,3/3/2020,"Hillsborough, FL",US,2020-03-03T18:33:02
3184,3/3/2020,"Providence, RI",US,2020-03-02T03:43:02
3185,3/3/2020,"Sacramento County, CA",US,2020-02-27T20:33:02
3186,3/3/2020,"San Benito, CA",US,2020-02-03T03:53:02
3187,3/3/2020,"San Diego County, CA",US,2020-02-21T05:43:02
3188,3/3/2020,"San Mateo, CA",US,2020-03-03T00:43:02
3189,3/3/2020,"Washington County, OR",US,2020-03-03T03:03:02
3190,3/3/2020,,Afghanistan,2020-02-24T23:33:02
3191,3/3/2020,,Andorra,2020-03-02T20:23:16
3192,3/3/2020,,Argentina,2020-03-03T17:43:02
3193,3/3/2020,,Armenia,2020-03-01T19:53:02
3194,3/3/2020,Tasmania,Australia,2020-03-02T20:53:02
3195,3/3/2020,,Belarus,2020-02-28T16:23:03
3196,3/3/2020,,Cambodia,2020-02-12T07:43:02
3197,3/3/2020," Montreal, QC",Canada,2020-02-28T05:23:07
3198,3/3/2020,"London, ON",Canada,2020-02-12T18:53:03
3199,3/3/2020,,Chile,2020-03-03T20:33:02
3200,3/3/2020,,Dominican Republic,2020-03-02T16:33:02
3201,3/3/2020,,Jordan,2020-03-03T15:33:02
3202,3/3/2020,,Latvia,2020-03-02T20:13:49
3203,3/3/2020,,Lithuania,2020-02-28T16:23:03
3204,3/3/2020,,Luxembourg,2020-03-03T00:23:16
3205,3/3/2020,Tibet,Mainland China,2020-02-12T06:43:02
3206,3/3/2020,,Monaco,2020-02-29T00:33:01
3207,3/3/2020,,Morocco,2020-03-03T15:33:02
3208,3/3/2020,,Nepal,2020-02-12T14:43:03
3209,3/3/2020,,New Zealand,2020-02-28T16:23:03
3210,3/3/2020,,Nigeria,2020-02-28T16:23:03
3211,3/3/2020,,North Macedonia,2020-02-27T16:23:03
3212,3/3/2020,,Saudi Arabia,2020-03-02T23:53:02
3213,3/3/2020,,Sri Lanka,2020-02-08T03:43:03
3214,3/3/2020," Norfolk County, MA",US,2020-03-03T14:33:03
3215,3/3/2020,"Berkeley, CA",US,2020-03-03T23:53:03
3216,3/3/2020,"Boston, MA",US,2020-02-28T21:13:12
3217,3/3/2020,"Humboldt County, CA",US,2020-02-21T05:13:09
3218,3/3/2020,"Los Angeles, CA",US,2020-02-01T19:53:03
3219,3/3/2020,"Madison, WI",US,2020-03-03T15:53:03
3220,3/3/2020,"Maricopa County, AZ",US,2020-03-03T17:33:02
3221,3/3/2020,"New York City, NY",US,2020-03-02T01:53:03
3222,3/3/2020,"Orange, CA",US,2020-02-01T19:53:03
3223,3/3/2020,"Placer County, CA",US,2020-03-02T23:53:02
3224,3/3/2020,"San Antonio, TX",US,2020-02-13T18:53:02
3225,3/3/2020,"Sarasota, FL",US,2020-03-02T03:23:06
3226,3/3/2020,"Sonoma County, CA",US,2020-03-02T20:53:02
3227,3/3/2020,"Tempe, AZ",US,2020-02-25T21:23:03
3228,3/3/2020,"Umatilla, OR",US,2020-03-02T20:23:16
3229,3/3/2020,"Wake County, NC",US,2020-03-03T20:53:02
3230,3/3/2020,"Westchester County, NY",US,2020-03-03T14:43:03
3231,3/3/2020,,Ukraine,2020-03-03T15:33:02
3232,3/3/2020,From Diamond Princess,Australia,2020-02-29T02:03:10
3233,3/3/2020,"Lackland, TX (From Diamond Princess)",US,2020-02-24T23:33:02
3234,3/3/2020,"Omaha, NE (From Diamond Princess)",US,2020-02-24T23:33:02
3235,3/3/2020,"Travis, CA (From Diamond Princess)",US,2020-02-24T23:33:02
3236,3/4/2020,Hubei,Mainland China,2020-03-04T12:53:03
3237,3/4/2020,,South Korea,2020-03-04T19:23:03
3238,3/4/2020,,Italy,2020-03-04T19:23:03
3239,3/4/2020,,Iran,2020-03-04T12:33:03
3240,3/4/2020,Guangdong,Mainland China,2020-03-04T10:03:19
3241,3/4/2020,Henan,Mainland China,2020-03-04T00:33:05
3242,3/4/2020,Zhejiang,Mainland China,2020-03-04T10:03:19
3243,3/4/2020,Hunan,Mainland China,2020-03-04T15:43:02
3244,3/4/2020,Anhui,Mainland China,2020-03-04T10:03:19
3245,3/4/2020,Jiangxi,Mainland China,2020-03-04T01:33:07
3246,3/4/2020,Shandong,Mainland China,2020-03-04T12:53:03
3247,3/4/2020,Diamond Princess cruise ship,Others,2020-03-03T03:13:06
3248,3/4/2020,Jiangsu,Mainland China,2020-03-04T12:53:03
3249,3/4/2020,Chongqing,Mainland China,2020-03-04T23:23:01
3250,3/4/2020,Sichuan,Mainland China,2020-03-04T12:53:03
3251,3/4/2020,Heilongjiang,Mainland China,2020-03-04T12:53:03
3252,3/4/2020,Beijing,Mainland China,2020-03-04T23:23:01
3253,3/4/2020,Shanghai,Mainland China,2020-03-04T04:13:08
3254,3/4/2020,,Japan,2020-03-04T19:23:03
3255,3/4/2020,Hebei,Mainland China,2020-03-04T10:03:19
3256,3/4/2020,Fujian,Mainland China,2020-03-04T12:53:03
3257,3/4/2020,,France,2020-03-04T20:43:02
3258,3/4/2020,,Germany,2020-03-04T19:33:03
3259,3/4/2020,Guangxi,Mainland China,2020-03-04T00:13:08
3260,3/4/2020,Shaanxi,Mainland China,2020-03-04T15:43:03
3261,3/4/2020,,Spain,2020-03-04T20:43:02
3262,3/4/2020,Yunnan,Mainland China,2020-03-03T03:43:02
3263,3/4/2020,Hainan,Mainland China,2020-03-04T10:03:19
3264,3/4/2020,Guizhou,Mainland China,2020-03-02T01:13:06
3265,3/4/2020,Tianjin,Mainland China,2020-03-03T11:43:02
3266,3/4/2020,Shanxi,Mainland China,2020-03-03T23:13:05
3267,3/4/2020,Liaoning,Mainland China,2020-03-03T14:33:03
3268,3/4/2020,,Singapore,2020-03-03T15:23:03
3269,3/4/2020,Hong Kong,Hong Kong,2020-03-04T23:23:01
3270,3/4/2020,Jilin,Mainland China,2020-03-04T10:03:19
3271,3/4/2020,Gansu,Mainland China,2020-03-04T15:43:03
3272,3/4/2020,,Switzerland,2020-03-04T19:33:03
3273,3/4/2020,,UK,2020-03-04T19:33:03
3274,3/4/2020,Xinjiang,Mainland China,2020-03-04T15:43:03
3275,3/4/2020,Inner Mongolia,Mainland China,2020-03-04T15:43:03
3276,3/4/2020,Ningxia,Mainland China,2020-03-04T01:33:07
3277,3/4/2020,,Kuwait,2020-03-02T20:33:02
3278,3/4/2020,,Norway,2020-03-04T19:33:03
3279,3/4/2020,,Bahrain,2020-03-04T19:33:03
3280,3/4/2020,,Malaysia,2020-03-04T13:03:08
3281,3/4/2020,Unassigned Location (From Diamond Princess),US,2020-03-02T19:53:03
3282,3/4/2020,,Thailand,2020-03-02T06:23:04
3283,3/4/2020,Taiwan,Taiwan,2020-03-03T06:43:02
3284,3/4/2020,,Netherlands,2020-03-04T12:33:03
3285,3/4/2020,,Iraq,2020-03-04T20:43:02
3286,3/4/2020,,Sweden,2020-03-04T12:33:03
3287,3/4/2020,"King County, WA",US,2020-03-04T19:53:02
3288,3/4/2020,,Austria,2020-03-04T19:33:03
3289,3/4/2020,,India,2020-03-04T12:33:03
3290,3/4/2020,,United Arab Emirates,2020-03-03T23:43:02
3291,3/4/2020,,Iceland,2020-03-04T19:33:03
3292,3/4/2020,,Belgium,2020-03-04T12:33:03
3293,3/4/2020,New South Wales,Australia,2020-03-04T20:43:03
3294,3/4/2020,"Toronto, ON",Canada,2020-03-03T20:03:08
3295,3/4/2020,Qinghai,Mainland China,2020-02-21T04:43:02
3296,3/4/2020,,San Marino,2020-03-04T19:33:03
3297,3/4/2020,,Vietnam,2020-02-25T08:53:02
3298,3/4/2020,,Israel,2020-03-04T12:43:03
3299,3/4/2020,,Oman,2020-03-04T19:33:03
3300,3/4/2020,,Lebanon,2020-03-04T16:53:02
3301,3/4/2020,,Algeria,2020-03-04T19:33:03
3302,3/4/2020,British Columbia,Canada,2020-03-04T04:23:05
3303,3/4/2020,Queensland,Australia,2020-03-03T15:23:03
3304,3/4/2020,"Santa Clara, CA",US,2020-03-03T23:33:03
3305,3/4/2020,Victoria,Australia,2020-03-04T12:43:03
3306,3/4/2020,,Croatia,2020-03-04T16:53:02
3307,3/4/2020,,Denmark,2020-03-04T00:03:15
3308,3/4/2020,,Ecuador,2020-03-04T19:33:03
3309,3/4/2020,Macau,Macau,2020-03-03T12:33:02
3310,3/4/2020,"Westchester County, NY",US,2020-03-04T21:23:10
3311,3/4/2020,,Greece,2020-03-04T19:33:03
